collision_probability,orbital_altitude,orbital_velocity,orbital_congestion,debris_density,solar_activity,satellite_age,fuel_remaining,communication_health,battery_health,risk
0.8695725728853199,8797.353207744947,6.797652160163522,91.89056980852382,17.02979271043208,156.45604572041316,8.40026954738017,19.7288581464083,90.04048496916327,76.17209582336713,2
0.2106501569333652,10243.897338627065,6.245986987820698,91.79486724061384,49.60503890689792,184.33391827829803,2.0620553731059066,33.59396844706106,10.74456077609165,48.45558420084457,1
0.1679814676283755,13273.56449338666,7.766653014469408,35.30317475032653,30.319046360532475,247.36606644262687,8.136917082955488,15.351926736262978,95.06188121606341,24.67204194069633,2
0.8876395341439913,26328.281740451686,6.85095180857065,66.02863117621709,46.26762706740955,66.67982689617725,2.781019612028871,21.119612501192808,98.41947853155321,78.62512431721854,3
0.9544760387738547,24550.13261683405,1.573128538503205,25.720432557491858,2.4443851443588627,142.70075878159406,1.4338177624829551,47.320150435612675,99.19222631632313,2.525859287118115,3
0.6523387002835397,7567.980670542161,3.912163016236666,62.50214136540716,18.454549185605345,243.75169686607035,14.47487771482672,64.7148605749445,67.82676344159891,99.01412011288254,2
0.10157722618046217,14653.12688632549,3.4953603995269185,6.4259028236275935,14.370574914518208,178.6421901976056,0.8911478113580801,14.340634202302116,2.26886450790007,51.391837028253285,2
0.02208259285623626,12794.313625133125,6.845163328367388,34.624490887348166,18.729222647666216,180.1185444852282,13.234354886376401,52.901791282970464,79.4546352655401,42.36806502462095,2
0.5988286219049409,27381.722421185797,2.649568527083669,38.756044618100006,15.236510340571051,229.79766132912945,14.367898422243131,46.12451344801023,75.84740853901629,56.20750809341173,3
0.05895034228487106,13374.369514256749,1.769797801502768,31.135825007727846,13.909675811216388,117.974840187259,10.40760966375896,1.1849737684106687,15.698031909344113,88.4744589175498,2
0.548252713643271,27261.306955739823,1.5463925442895177,49.05481844245014,24.061654781846,159.62236474783663,14.483491392787442,87.45871913572736,28.424195133223407,28.350064804881715,3
0.40182835503210657,19830.996005199388,4.933780822439781,65.80795541690792,39.02455337039584,143.65186721243163,11.370567470211705,57.855925508634975,20.30769228405478,25.133056911959518,3
0.03266038454203124,33944.58986497114,3.141499513801474,49.99899424847711,32.330391622824976,118.39470979226017,2.6970674969032924,26.005720477143235,91.93781772845536,73.01588150491914,3
0.9540248910066049,35200.48143883276,2.325256559782011,44.7036212609634,18.48117594196641,226.5903644458216,8.368690661388625,59.71158821299403,34.682156265604235,43.35478309814913,1
0.00893801564886354,22736.95880875924,7.366434157861952,66.22701982808107,29.47778416099427,133.7246218035115,10.777816906538783,92.91213606648269,94.64410864073194,49.656279455924626,0
