velocity,altitude,inclination,eccentricity,orbital_period,mean_motion,trajectory_deviation,debris_density,solar_activity,orbital_congestion
1.2614239471421818,793.8783305774749,114.07642150124991,0.043403719321282445,90.44204250556125,15.410321974844651,0.8841778461508332,22.611162722999257,138.2558181370941,69.5279635091173
2.21874342987417,1670.1291543533441,56.25979509660382,0.048813009028052246,114.42193426757217,14.041737542052195,0.14374450136209083,8.059871166460047,154.65142819572665,27.74973114757574
2.761464206801113,1989.878269708923,150.45441368544516,0.01819463651579852,113.09982185425471,14.448085178832434,7.344110309087451,24.97258720364279,100.43257297812403,22.5903961495752
7.2333030241277765,1713.370768088682,7.3036978773980525,0.041107609422154745,110.67257420930102,12.129851652020749,2.617040702280952,2.540537927639308,126.24747093580595,56.543658950896095
5.278740581661733,823.057267581726,124.46275440526503,0.04246138571693303,111.50817815914652,15.613754601840155,8.776782503720556,47.42657459806014,187.40854083033292,19.677949803556196
7.708080187367936,1480.2543081431522,149.1536232689966,0.007221892054362128,123.74089484575858,14.117412201739114,5.35850677660174,12.317243213492851,179.07626769050736,37.9099756470298
3.3775280213694074,1161.062204583932,116.35706072950185,0.03157492776278327,102.67479698560923,11.529427421099115,4.785209479554454,23.350715492880447,72.09461735406803,62.86912311451023
3.812166026603059,1615.7320109901354,34.55852078327624,0.008657004957043463,112.01015776000828,11.077761239182937,7.728187724647265,1.6376088266178979,247.14052849177816,28.491133657512812
6.0382725931289984,475.5753103632351,51.296540360447345,0.022331540907684688,117.19790503434186,11.079612582569316,7.410960035518378,9.63607610998491,162.54904431390776,37.54389217082314
5.045314543438213,1348.642266762627,92.68295301049508,0.04396334596028406,98.39275707714243,11.256058961079267,7.042765323899776,34.662249591678865,146.7124772251942,36.051789487838434
4.695160562674689,1592.6001920151223,59.300832469003765,0.03947335560787388,126.99277660188096,15.55807931135807,6.899009560005396,5.590030156944698,243.44943651313537,46.05235148599116
5.0289482909474765,1570.2164037319521,0.8849559072956947,0.028516972851587337,119.48490099095643,12.79189364834898,5.153959971781844,31.407458048205562,78.06588839779067,67.43598239704714
5.088947185935218,1934.467410086807,7.32206024001858,0.04043545821715662,92.13181600624294,12.491162637726633,9.264755359754917,0.1034445717169985,158.73467057370513,78.23491689270831
6.36018296943172,305.1404854117761,138.19831758180155,0.0076413754422008096,124.60426791751716,13.082728616725838,8.906414097273679,23.250466289783173,211.01551638699576,66.50824794805061
5.676574191205063,822.402864366123,15.067292702645567,0.009745968379331449,127.19480581440484,13.04785790098677,3.2940494146046673,36.06718203616438,129.78073776545443,2.6167830497481726
