temperature,humidity,wind_speed,rainfall,vegetation_index,thermal_anomaly,population_density,elevation,soil_moisture,historical_frequency,hotspot
40.82192300639593,57.599546973084635,36.92758164066187,94.42312804900136,0.06815789415609841,67.02198789276214,376.0054347500885,2231.471096048067,77.50481211595222,33.7259961680315,1
19.72173846954214,8.53554869298799,55.350471149686115,91.07752621922846,0.5164032399353479,100.09124523872148,1994.6161691882246,403.43691896683106,8.506524246084023,11.782235627754362,1
24.899661515740235,80.47319399852432,15.502938056410835,56.33909424357265,0.18200678215130972,91.54089147357027,1242.2707911867647,1039.6397011806246,94.76842734679734,14.887127536716843,0
30.690088241847317,66.76817130602348,46.83888854352838,91.80893669304062,0.2740208702827327,26.604817902483724,4166.14957896284,1560.6969426872558,64.06248045276854,30.33832728557219,1
29.511762221414045,22.996658818932314,36.323193836247434,26.802727288291006,0.6361440768669651,5.048434321588302,2599.7732748597273,2039.1870616608915,67.63417181943393,49.291344886319074,0
32.60031999256939,14.652842241145096,46.980894889597344,14.385793953764658,0.9597929807416956,126.52520733656738,300.5917346669662,2262.7099850716404,68.09733715615597,32.65799799008756,0
15.577170243846174,37.05944486604677,70.5594868983855,47.65978500406527,0.8530389357050406,66.98540865724829,1787.2679554896536,2479.6430461110826,27.472521078984325,4.162470270187196,0
40.835333679505915,22.675892042453174,42.676508122840964,3.0886863265564557,0.2576030504358825,104.66980241488677,3478.0691960344047,2113.1773891778653,44.29562839233252,8.63726673147478,0
26.03760407772894,64.65550209054724,59.27485735971377,7.725934224511066,0.024172137229266033,41.09669997504992,2429.2957804615776,23.754030545578843,90.53366883295783,35.65258360946016,1
39.56299205138314,19.81626655368117,59.526714755337515,60.13742628619097,0.5993326223597368,113.54543473373555,1758.937021540445,982.2701133792106,20.689811054822982,37.15514222257737,0
44.93233021208685,49.51814686981127,52.965408509679726,70.4019109520219,0.53385748050053,66.21090632874356,775.9390069694872,2135.639231991416,52.76579485918306,3.85652764091165,0
39.05468239881271,59.153245045789234,38.67270125811217,13.869939219102346,0.4602756341299331,122.15042163349266,3327.7493809839984,2440.1810468487915,32.2928809267768,28.919311424226784,0
38.5171099379363,61.869268734020594,0.2701580182246932,34.13424021842051,0.4752292295945084,135.37363254379937,888.7929607952693,148.80052113577318,76.35840953918158,41.01922555367605,1
35.26593732001843,70.08857075171905,9.692662511393895,80.78010858786419,0.5917077748744687,0.6050603245751685,4351.286481430475,849.6496474892523,45.623449892374445,9.553657999984805,1
15.035572595459284,47.74795578501017,43.4481942669117,20.09500008088635,0.3970499019115681,86.23683982467891,4946.650507320494,1627.199249746111,34.274807543859566,35.27373648025927,0
46.63365945713807,22.943496783750266,3.506849987424232,89.05881030182651,0.17124894472868613,145.19304330409503,2763.4655881607828,1021.8303083173957,59.298651474286366,20.594476882115586,0
44.175039623316465,33.85791088566659,3.6226943038203174,56.15743269514672,0.25915150849453505,147.95601967053415,585.6038876472186,391.8220810923359,10.603765566371104,32.79594098881708,1
21.80963662825725,37.27460131273641,10.089992808550816,59.33377178285243,0.06387428783547555,76.15667740879921,3427.714683351634,2248.6796076802416,55.9957809163044,27.99291829246312,1
21.310223608747734,63.430721614606796,18.65101381203111,15.003335117911698,0.05604999936617017,164.19187919663884,664.4740065893062,760.5974299385679,78.34916709212982,46.89046431692138,1
16.28893730823,58.19623955432643,79.97028599919004,6.164788494860507,0.8674016057401794,130.05729725295245,4509.489038705068,639.4148765795258,96.2976742016127,7.874437070218327,0
28.283344306530573,47.07697909006607,9.626260307591394,36.273911708732435,0.12538035165552985,197.8385128756213,2929.834720164394,1429.0449050243487,84.51938966057986,10.614499253801252,0
49.48187437676015,45.2364780615227,21.6960788077583,9.481541114680924,0.0689227025985848,102.50448366499269,4001.7511098269842,2111.7386982201606,61.63346718699012,8.868788472556687,1
18.40391499851272,10.113446797879524,54.62900668833147,9.97814443130548,0.8263743680146973,75.0980615241615,3124.510209762934,1191.6283311528134,54.06284246746244,35.03150589445259,1
34.77546021399859,63.62037068082776,54.13362756616664,94.89105738692618,0.9535442047536498,183.864466877213,2629.9916475161713,280.38373673416385,32.86782823330401,9.22889588719018,0
