temperature,humidity,wind_speed,rainfall,pressure,soil_moisture,vegetation_index,thermal_anomaly,population_density,elevation,disaster
23.108904159657687,32.24498311755201,85.79938174253891,324.128477038911,1000.4187546763177,37.36408184666985,0.654306321534056,10.976264815200315,44.016090037862774,1937.0720053486152,1
43.275000724347066,30.993197921119986,120.81484939499795,86.19318105258311,998.1098103089189,33.291209623140325,0.08003256976593665,13.421757447362609,3.3015925947643687,1207.2554827709462,1
35.619787963399176,87.03163934428812,114.02413946852386,436.19728167740743,956.7027939064351,17.615391250286006,0.242329811453739,97.7960570884441,4722.634607952153,1415.7273297437628,3
30.95304694689628,31.211426987208018,23.084985704066053,306.55811953462074,1014.580068343406,60.726667010148795,0.7736793464792507,73.04110698588724,292.9370500537065,2150.1743480443515,0
15.460652415485278,33.11572672093364,22.387420461221087,78.60194177847713,989.7930541509774,47.66241605086289,0.5286858536788197,118.56228754788154,9745.325536623746,2628.9180890003818,0
15.459808211767093,74.54885230552692,40.226155161737,481.16902874060344,975.4607864794979,86.57009923240037,0.9279690617870447,137.44062560152972,2220.65174541392,816.656402519327,2
12.03292642588698,48.2278866082959,54.16120895115558,259.18273166766033,1002.9577008446714,3.2109580482058253,0.4287514083413543,58.25503165073213,4726.647293648447,1026.2303879132123,3
40.31616510212273,76.0203973411904,61.26833721127239,36.4492259358275,968.0155820881143,64.38679275551263,0.8698123658139231,89.46150398769694,611.3763001222361,2792.218189087238,2
31.039025411012307,15.556123392972745,101.9545825250018,313.4164522075336,998.5456885932424,76.29488785115612,0.4489554374782375,75.10449416929649,5220.484161712585,1735.535377228336,1
34.78254022286159,51.443551462237664,8.50206482487531,126.59945350640511,952.7797845300573,75.94865691883071,0.9792482787019853,147.24159834636492,3799.561251474085,536.8854514050031,0
10.720457300353086,12.857156015579024,5.200905633909958,401.8467259386512,1008.758562632649,88.60739670955252,0.9598343813988768,124.66266110348927,446.60028877223755,1991.0854167371483,2
43.9468448256698,15.325522293705134,58.786584441586356,408.9110367830953,981.3719592914923,72.9033742829494,0.3291367055560803,136.76065624160304,3351.2426669622473,2972.286466618139,2
39.135492428014764,87.04718353427494,104.57455382069708,489.4736779273309,994.568504005056,92.78100616476964,0.8859236704168032,38.15101313664063,3914.3602022285563,2470.3606934112004,0
17.431868873739667,21.83585654499559,29.015301443472385,250.93476551225186,965.4866473864679,33.26565998208915,0.8476113742156492,115.87896347438915,9899.2149127494,2237.2234096542084,1
16.36387385224852,55.25575799339345,96.22567218843776,227.47843986386857,997.3951598860914,50.32094167515431,0.21068039732756283,39.82098374964734,2078.8587191937545,624.1399627988077,2
16.419157844870185,44.943126221060055,38.97422069104492,376.7378027232403,1004.0568193125293,1.4079663282890675,0.6242904007832697,31.311380014258482,5447.796153700997,2628.419354052022,2
20.64847850358382,39.52418273200163,132.91291632202746,66.23532817096329,983.1249230819079,0.6957587303291213,0.07268231558981486,141.63992394833264,9873.155491986287,1577.3665306066393,3
28.366475107128323,86.48583438341817,134.35349163999248,273.4577568965621,993.2408846843256,24.012662045151988,0.8367107205834616,2.895662507679997,7920.192079401351,2667.8700662158667,3
25.11807565247405,11.854988725916607,44.59308064219897,273.1238000654255,981.9428146675679,10.080719713908525,0.17454588350349654,144.80830554951444,9933.67500882089,989.4834882746379,0
20.193019906931468,66.42212332492507,34.499063094486075,44.73656140519361,1012.5863958480492,26.021136793575362,0.07081470138576451,22.38928454832093,9682.983146601693,186.15315790629828,0
31.414851315283283,91.88852690815179,61.69559580993469,208.9920427534568,984.8508426360023,17.70432945283974,0.4002190955388112,122.91571226899022,4895.395420941543,1427.9279059792384,1
14.882285122821465,57.61429559425657,36.07973777702231,426.642399283601,1008.9266096320173,2.852002483864824,0.5769221385996435,41.388382960215466,6963.758498705658,809.512814453633,1
20.225062698732636,89.62990927281281,100.85757649375554,428.07681099733014,1006.0946440789174,90.93041464060494,0.854916958559771,52.605349114609105,1104.431269411511,2145.6878693288945,2
22.82266451527921,14.44191973931202,123.90970268224282,49.6188324598405,978.7353374943849,0.8223131388891525,0.9742425255217365,32.513656698297744,4411.488250468019,2871.319658568097,3
25.962449447596256,45.59743212130372,100.96381963668254,45.36044137391543,966.1059144300233,73.60821443370854,0.43949251256986366,87.82710637216195,8090.185422666975,2072.9224534546915,1
37.481158648755475,32.11341223177435,123.65256708740242,131.34773850096764,978.425749279184,15.214788691951654,0.06044692298527021,52.21433212618111,5053.353209771434,2660.8017891276104,2
