relative_velocity,closest_distance,orbital_altitude,inclination,eccentricity,orbital_congestion,debris_density,solar_kp_index,satellite_age,cross_section,collision
11.610279288702127,26.186191408236994,3506.876046077099,155.63454713298898,0.02010319303324214,37.825591155264945,25.450802415183855,5.484533678883483,4.260043836945766,6.746788603046318,1
7.269050960960035,9.250216849892402,2374.983519251118,4.732172798530129,0.0081352372723005,4.194707306420719,15.309398753843023,0.3501312098678775,5.432335981560041,6.636026410342042,0
11.855479191654156,14.099858581151885,21830.071836623174,163.9794640039316,0.03395220864738546,76.2754385474773,46.58450322170002,5.510343067890611,12.382593689444077,46.503866442045556,0
1.1952733243598612,25.824464344080866,34786.96434524062,55.034134974252126,0.0187841288534545,57.31575117175184,11.41440331355828,0.8070174608770463,14.906913928157051,4.829547341486044,0
2.954750121754627,36.76393973261685,18197.422860579118,91.48008630388819,0.052694122503603294,81.48759623433116,20.995926077101423,6.393098146668725,15.038673497080914,0.3035723817852931,0
8.317860319730775,4.777986300662277,2044.2450886271238,23.81319445540105,0.06868465373717261,7.555126661096212,47.97467984140029,3.5106988192283755,0.17271963877662388,19.51262153008661,1
14.211616038815157,14.870000046522904,8119.62788757293,162.40589448780335,0.049092157847829124,62.12319904757898,15.93625899691577,7.539268424116668,13.037009175989304,5.282163624163175,0
1.2138919161545267,46.33473636116752,8963.58604968459,134.97052020919284,0.06606073318109777,24.7705887990758,32.22965815055001,8.482763207386176,12.61473758734206,43.16552101288813,0
0.7419548207372783,21.484709723205317,12295.28522310281,166.34800558944616,0.036492051439998445,90.3268594494484,15.83635218531626,3.7539930731904807,10.353093637797544,46.14240632080235,0
2.4326050564250496,46.946540211770255,1761.001132386412,122.98122920126924,0.002792259723863999,10.990993974174568,5.53374895586245,4.144997659263716,7.584171228075183,24.173075581384996,0
9.653181620016332,49.57045705052918,32595.158677825402,33.2448798136187,0.09740641242251491,84.3069272725063,31.37736163421464,5.311328229115652,15.948883949224598,21.33102949720084,0
6.044994458386683,26.35665831426523,18657.18922102953,55.48806053752487,0.08194135045399954,8.855425197191035,45.80157676426702,1.7741944967224548,6.877615908667045,26.998059919510187,0
12.400730453323526,14.437798288753287,24219.322387757104,87.6327435186252,0.007341882408462808,2.5097355496998097,22.62823336170459,8.345995567455251,4.6002454421320245,11.387111779764812,0
